image_name,label,split,relative_filepath
SPC-EAWAG-0P5X-1535334893439928-1017479593147-068829-107-2466-0-324-680.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1535334893439928-1017479593147-068829-107-2466-0-324-680.jpeg
SPC-EAWAG-0P5X-1570496581567119-3678559919201-001719-039-1524-2192-44-76.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496581567119-3678559919201-001719-039-1524-2192-44-76.jpeg
SPC-EAWAG-0P5X-1570496521537563-3678499914213-001119-293-934-752-40-56.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496521537563-3678499914213-001119-293-934-752-40-56.jpeg
SPC-EAWAG-0P5X-1541337390423622-7019888888614-045799-043-440-1944-332-655.jpeg,fish,train,fish/training_data/SPC-EAWAG-0P5X-1541337390423622-7019888888614-045799-043-440-1944-332-655.jpeg
SPC-EAWAG-0P5X-1543408867220534-9091334895297-024569-005-1292-1976-1108-623.jpeg,fish,train,fish/training_data/SPC-EAWAG-0P5X-1543408867220534-9091334895297-024569-005-1292-1976-1108-623.jpeg
SPC-EAWAG-0P5X-1578384084704241-11565943137900-000749-009-704-1414-88-44.jpeg,unknown,train,unknown/training_data/SPC-EAWAG-0P5X-1578384084704241-11565943137900-000749-009-704-1414-88-44.jpeg
SPC-EAWAG-0P5X-1559498571262307-6403995484336-001619-880-2168-260-44-60.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1559498571262307-6403995484336-001619-880-2168-260-44-60.jpeg
SPC-EAWAG-0P5X-1589429206750001-10174615787997-003969-010-1324-1710-36-64.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589429206750001-10174615787997-003969-010-1324-1710-36-64.jpeg
SPC-EAWAG-0P5X-1570496537550801-3678515915543-001279-173-1472-1480-36-60.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496537550801-3678515915543-001279-173-1472-1480-36-60.jpeg
SPC-EAWAG-0P5X-1584363613895685-5109098847323-000039-043-1922-646-40-84.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1584363613895685-5109098847323-000039-043-1922-646-40-84.jpeg
SPC-EAWAG-0P5X-1533301951800559-5015889409303-043419-088-1642-1058-288-380.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533301951800559-5015889409303-043419-088-1642-1058-288-380.jpeg
SPC-EAWAG-0P5X-1527729497694065-66002408984-046869-037-1530-1054-188-108.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1527729497694065-66002408984-046869-037-1530-1054-188-108.jpeg
SPC-EAWAG-0P5X-1537967577983403-3650126687602-043679-075-1634-1422-76-88.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1537967577983403-3650126687602-043679-075-1634-1422-76-88.jpeg
SPC-EAWAG-0P5X-1559498465195539-6403889475524-000559-594-1212-1148-60-68.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498465195539-6403889475524-000559-594-1212-1148-60-68.jpeg
SPC-EAWAG-0P5X-1531058232232697-2772199995549-070219-121-1962-1352-72-92.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1531058232232697-2772199995549-070219-121-1962-1352-72-92.jpeg
SPC-EAWAG-0P5X-1589504806743388-10250214619394-003969-000-2386-2466-32-56.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589504806743388-10250214619394-003969-000-2386-2466-32-56.jpeg
SPC-EAWAG-0P5X-1539133015291420-4815546780773-034059-107-1064-0-132-124.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1539133015291420-4815546780773-034059-107-1064-0-132-124.jpeg
SPC-EAWAG-0P5X-1540902129873531-6584634706483-013199-029-3484-1582-140-104.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1540902129873531-6584634706483-013199-029-3484-1582-140-104.jpeg
SPC-EAWAG-0P5X-1539438184205242-5120711213066-061739-087-1590-736-76-80.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1539438184205242-5120711213066-061739-087-1590-736-76-80.jpeg
SPC-EAWAG-0P5X-1531357982204556-3071945893028-043719-034-2750-1550-64-56.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1531357982204556-3071945893028-043719-034-2750-1550-64-56.jpeg
SPC-EAWAG-0P5X-1555333613612519-2239100087632-004039-036-2618-1248-44-60.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1555333613612519-2239100087632-004039-036-2618-1248-44-60.jpeg
SPC-EAWAG-0P5X-1528332367788081-46372879140-027579-041-1188-1414-104-88.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528332367788081-46372879140-027579-041-1188-1414-104-88.jpeg
SPC-EAWAG-0P5X-1528979331065544-693327429710-017209-002-1692-1926-52-56.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528979331065544-693327429710-017209-002-1692-1926-52-56.jpeg
SPC-EAWAG-0P5X-1585540828893608-6286296438163-000199-131-1022-102-104-244.jpeg,filament,train,filament/training_data/SPC-EAWAG-0P5X-1585540828893608-6286296438163-000199-131-1022-102-104-244.jpeg
SPC-EAWAG-0P5X-1579259003495950-4567058409-001939-002-2142-2346-180-144.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1579259003495950-4567058409-001939-002-2142-2346-180-144.jpeg
SPC-EAWAG-0P5X-1580983644568838-1729178634013-004349-012-728-1970-32-52.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1580983644568838-1729178634013-004349-012-728-1970-32-52.jpeg
SPC-EAWAG-0P5X-1584428472442374-5173956443310-000619-017-1390-1416-116-204.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1584428472442374-5173956443310-000619-017-1390-1416-116-204.jpeg
SPC-EAWAG-0P5X-1533433024044705-5146959827806-058129-076-658-758-532-956.jpeg,leptodora,train,leptodora/training_data/SPC-EAWAG-0P5X-1533433024044705-5146959827806-058129-076-658-758-532-956.jpeg
SPC-EAWAG-0P5X-1533776890437658-5490821517121-040799-006-1344-1484-200-224.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1533776890437658-5490821517121-040799-006-1344-1484-200-224.jpeg
SPC-EAWAG-0P5X-1537491036216609-3173591743206-030269-005-1604-2190-164-96.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1537491036216609-3173591743206-030269-005-1604-2190-164-96.jpeg
SPC-EAWAG-0P5X-1540123584527117-5806101330694-003749-131-2818-140-84-88.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1540123584527117-5806101330694-003749-131-2818-140-84-88.jpeg
SPC-EAWAG-0P5X-1589429001717143-10174410770955-001919-010-1870-1894-60-52.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589429001717143-10174410770955-001919-010-1870-1894-60-52.jpeg
SPC-EAWAG-0P5X-1534896983814553-579576027121-009739-091-82-522-252-244.jpeg,leptodora,train,leptodora/training_data/SPC-EAWAG-0P5X-1534896983814553-579576027121-009739-091-82-522-252-244.jpeg
SPC-EAWAG-0P5X-1570496493579883-3678471911885-000839-302-1714-672-100-48.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496493579883-3678471911885-000839-302-1714-672-100-48.jpeg
SPC-EAWAG-0P5X-1588154575254605-8900003699339-001659-012-1690-1200-64-80.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1588154575254605-8900003699339-001659-012-1690-1200-64-80.jpeg
SPC-EAWAG-0P5X-1540990564831994-6673068353166-033549-102-306-434-60-80.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1540990564831994-6673068353166-033549-102-306-434-60-80.jpeg
SPC-EAWAG-0P5X-1570496571550815-3678549918370-001619-214-2030-1258-132-68.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496571550815-3678549918370-001619-214-2030-1258-132-68.jpeg
SPC-EAWAG-0P5X-1528676942962833-390943403652-017329-021-1280-1316-64-104.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528676942962833-390943403652-017329-021-1280-1316-64-104.jpeg
SPC-EAWAG-0P5X-1541291049314171-6973548470110-014399-104-672-1146-68-84.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1541291049314171-6973548470110-014399-104-672-1146-68-84.jpeg
SPC-EAWAG-0P5X-1530622932791108-2336906494106-037229-104-2114-1478-68-72.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530622932791108-2336906494106-037229-104-2114-1478-68-72.jpeg
SPC-EAWAG-0P5X-1531872282980797-3586239831734-002729-311-2464-252-264-228.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1531872282980797-3586239831734-002729-311-2464-252-264-228.jpeg
SPC-EAWAG-0P5X-1528940628067294-654624958408-062179-002-844-2066-52-68.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528940628067294-654624958408-062179-002-844-2066-52-68.jpeg
SPC-EAWAG-0P5X-1535458302006614-1140886395653-006919-117-1298-230-76-68.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1535458302006614-1140886395653-006919-117-1298-230-76-68.jpeg
SPC-EAWAG-0P5X-1535502534059642-1185117859052-017239-044-1214-1328-436-328.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1535502534059642-1185117859052-017239-044-1214-1328-436-328.jpeg
SPC-EAWAG-0P5X-1557219905748328-4125364275016-002959-054-2266-66-256-264.jpeg,conochilus,train,conochilus/training_data/SPC-EAWAG-0P5X-1557219905748328-4125364275016-002959-054-2266-66-256-264.jpeg
SPC-EAWAG-0P5X-1589796567120971-10541970572929-005579-006-2972-2386-36-48.jpeg,fragilaria,train,fragilaria/training_data/SPC-EAWAG-0P5X-1589796567120971-10541970572929-005579-006-2972-2386-36-48.jpeg
SPC-EAWAG-0P5X-1527858034899185-194537807375-036249-051-1610-556-72-84.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1527858034899185-194537807375-036249-051-1610-556-72-84.jpeg
SPC-EAWAG-0P5X-1537188518773288-2871078614250-029089-038-1678-1474-188-220.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1537188518773288-2871078614250-029089-038-1678-1474-188-220.jpeg
SPC-EAWAG-0P5X-1527063357100709-1205209007882-025909-002-1988-1990-48-108.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1527063357100709-1205209007882-025909-002-1988-1990-48-108.jpeg
SPC-EAWAG-0P5X-1570496491557731-3678469911719-000819-170-2880-1554-64-72.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496491557731-3678469911719-000819-170-2880-1554-64-72.jpeg
SPC-EAWAG-0P5X-1570496580558806-3678558919118-001709-326-3110-552-68-76.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1570496580558806-3678558919118-001709-326-3110-552-68-76.jpeg
SPC-EAWAG-0P5X-1580983694579622-1729228638170-004849-032-1484-796-40-44.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1580983694579622-1729228638170-004849-032-1484-796-40-44.jpeg
SPC-EAWAG-0P5X-1589536910868588-10282318258705-001009-011-3242-1938-112-112.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1589536910868588-10282318258705-001009-011-3242-1938-112-112.jpeg
SPC-EAWAG-0P5X-1578384541757842-11566400175892-005319-003-1258-2276-84-160.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1578384541757842-11566400175892-005319-003-1258-2276-84-160.jpeg
SPC-EAWAG-0P5X-1570496601559822-3678579920864-001919-078-292-1986-96-40.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496601559822-3678579920864-001919-078-292-1986-96-40.jpeg
SPC-EAWAG-0P5X-1530841302348806-2555273115050-060919-296-2754-348-64-60.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1530841302348806-2555273115050-060919-296-2754-348-64-60.jpeg
SPC-EAWAG-0P5X-1570496604546221-3678582921113-001949-215-2274-1246-60-52.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496604546221-3678582921113-001949-215-2274-1246-60-52.jpeg
SPC-EAWAG-0P5X-1555333567594331-2239054083808-003579-057-2384-302-92-40.jpeg,unknown,train,unknown/training_data/SPC-EAWAG-0P5X-1555333567594331-2239054083808-003579-057-2384-302-92-40.jpeg
SPC-EAWAG-0P5X-1570496549555475-3678527916541-001399-051-2176-2098-72-80.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496549555475-3678527916541-001399-051-2176-2098-72-80.jpeg
SPC-EAWAG-0P5X-1589429236753838-10174645790491-004269-020-2306-966-40-68.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1589429236753838-10174645790491-004269-020-2306-966-40-68.jpeg
SPC-EAWAG-0P5X-1527687038938638-23544219977-054279-030-2452-748-68-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1527687038938638-23544219977-054279-030-2452-748-68-64.jpeg
SPC-EAWAG-0P5X-1585285332034008-6030803368456-001219-046-1912-1498-144-160.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1585285332034008-6030803368456-001219-046-1912-1498-144-160.jpeg
SPC-EAWAG-0P5X-1591617785744920-12363161956120-001759-041-1950-88-96-108.jpeg,kellicottia,train,kellicottia/training_data/SPC-EAWAG-0P5X-1591617785744920-12363161956120-001759-041-1950-88-96-108.jpeg
SPC-EAWAG-0P5X-1563249652450147-10155022384464-000429-015-1654-1930-96-88.jpeg,uroglena,train,uroglena/training_data/SPC-EAWAG-0P5X-1563249652450147-10155022384464-000429-015-1654-1930-96-88.jpeg
SPC-EAWAG-0P5X-1528028428188937-364928704931-012161-042-2704-782-60-48.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528028428188937-364928704931-012161-042-2704-782-60-48.jpeg
SPC-EAWAG-0P5X-1535719222509588-1401803168930-024129-036-3072-1182-44-52.jpeg,keratella_quadrata,train,keratella_quadrata/training_data/SPC-EAWAG-0P5X-1535719222509588-1401803168930-024129-036-3072-1182-44-52.jpeg
SPC-EAWAG-0P5X-1555333525597864-2239012080317-003159-004-2136-2234-108-128.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1555333525597864-2239012080317-003159-004-2136-2234-108-128.jpeg
SPC-EAWAG-0P5X-1528286937712748-943422070-005269-066-1752-1164-96-80.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528286937712748-943422070-005269-066-1752-1164-96-80.jpeg
SPC-EAWAG-0P5X-1530706970578796-2420943135281-013599-094-846-1266-48-76.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1530706970578796-2420943135281-013599-094-846-1266-48-76.jpeg
SPC-EAWAG-0P5X-1542504771760092-8187253121129-055609-134-3138-792-96-184.jpeg,filament,train,filament/training_data/SPC-EAWAG-0P5X-1542504771760092-8187253121129-055609-134-3138-792-96-184.jpeg
SPC-EAWAG-0P5X-1527556642966401-1698487716993-046329-018-1916-1556-112-124.jpeg,asplanchna,train,asplanchna/training_data/SPC-EAWAG-0P5X-1527556642966401-1698487716993-046329-018-1916-1556-112-124.jpeg
SPC-EAWAG-0P5X-1589378904244249-10124314034129-004949-021-3356-522-84-100.jpeg,cyclops,train,cyclops/training_data/SPC-EAWAG-0P5X-1589378904244249-10124314034129-004949-021-3356-522-84-100.jpeg
SPC-EAWAG-0P5X-1570496499528836-3678477912384-000899-332-2682-638-48-72.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496499528836-3678477912384-000899-332-2682-638-48-72.jpeg
SPC-EAWAG-0P5X-1591776599581354-12521973458589-005899-027-2762-224-192-124.jpeg,chaoborus,train,chaoborus/training_data/SPC-EAWAG-0P5X-1591776599581354-12521973458589-005899-027-2762-224-192-124.jpeg
SPC-EAWAG-0P5X-1559793821765390-6699241579323-002119-091-3134-1506-588-856.jpeg,fish,train,fish/training_data/SPC-EAWAG-0P5X-1559793821765390-6699241579323-002119-091-3134-1506-588-856.jpeg
SPC-EAWAG-0P5X-1528853304806738-567302929553-052939-026-1450-1518-64-80.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528853304806738-567302929553-052939-026-1450-1518-64-80.jpeg
SPC-EAWAG-0P5X-1532433902956033-4147852373566-002906-009-1640-2132-56-56.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1532433902956033-4147852373566-002906-009-1640-2132-56-56.jpeg
SPC-EAWAG-0P5X-1559498430177453-6403854472615-000209-281-1126-1706-56-36.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498430177453-6403854472615-000209-281-1126-1706-56-36.jpeg
SPC-EAWAG-0P5X-1584536462734979-5281945136383-000529-012-1508-1392-44-160.jpeg,kellicottia,train,kellicottia/training_data/SPC-EAWAG-0P5X-1584536462734979-5281945136383-000529-012-1508-1392-44-160.jpeg
SPC-EAWAG-0P5X-1591600048555404-12345425062095-004389-024-2036-672-72-56.jpeg,aphanizomenon,train,aphanizomenon/training_data/SPC-EAWAG-0P5X-1591600048555404-12345425062095-004389-024-2036-672-72-56.jpeg
SPC-EAWAG-0P5X-1563876019823398-10781381002416-000099-087-2276-658-52-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1563876019823398-10781381002416-000099-087-2276-658-52-64.jpeg
SPC-EAWAG-0P5X-1590660187371049-11405577826290-001779-038-2008-950-36-64.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1590660187371049-11405577826290-001779-038-2008-950-36-64.jpeg
SPC-EAWAG-0P5X-1529972972364906-1686955195321-017619-103-978-976-40-72.jpeg,ceratium,train,ceratium/training_data/SPC-EAWAG-0P5X-1529972972364906-1686955195321-017619-103-978-976-40-72.jpeg
SPC-EAWAG-0P5X-1583758921491157-4504415222257-001119-044-3368-1788-52-48.jpeg,kellicottia,train,kellicottia/training_data/SPC-EAWAG-0P5X-1583758921491157-4504415222257-001119-044-3368-1788-52-48.jpeg
SPC-EAWAG-0P5X-1531656697341579-3370656974649-006869-079-1954-1836-108-52.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1531656697341579-3370656974649-006869-079-1954-1836-108-52.jpeg
SPC-EAWAG-0P5X-1559498572235982-6403996484419-001629-386-1902-1532-64-52.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498572235982-6403996484419-001629-386-1902-1532-64-52.jpeg
SPC-EAWAG-0P5X-1529846285786536-1560270388516-046749-143-2796-942-208-248.jpeg,diaphanosoma,train,diaphanosoma/training_data/SPC-EAWAG-0P5X-1529846285786536-1560270388516-046749-143-2796-942-208-248.jpeg
SPC-EAWAG-0P5X-1582873522172019-3619028849309-003129-021-2280-2024-68-188.jpeg,filament,train,filament/training_data/SPC-EAWAG-0P5X-1582873522172019-3619028849309-003129-021-2280-2024-68-188.jpeg
SPC-EAWAG-0P5X-1559498465195539-6403889475524-000559-245-1654-1886-52-48.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498465195539-6403889475524-000559-245-1654-1886-52-48.jpeg
SPC-EAWAG-0P5X-1528070641711294-407141624656-002321-040-2292-1014-60-64.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528070641711294-407141624656-002321-040-2292-1014-60-64.jpeg
SPC-EAWAG-0P5X-1570496573573492-3678551918536-001639-009-1358-2466-32-68.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496573573492-3678551918536-001639-009-1358-2466-32-68.jpeg
SPC-EAWAG-0P5X-1570496582558185-3678560919284-001729-335-3280-660-32-64.jpeg,maybe_cyano,train,maybe_cyano/training_data/SPC-EAWAG-0P5X-1570496582558185-3678560919284-001729-335-3280-660-32-64.jpeg
SPC-EAWAG-0P5X-1592222539872951-12967907107714-001299-050-2408-1540-56-96.jpeg,paradileptus,train,paradileptus/training_data/SPC-EAWAG-0P5X-1592222539872951-12967907107714-001299-050-2408-1540-56-96.jpeg
SPC-EAWAG-0P5X-1528548852146745-262854287413-032419-041-3148-1512-72-84.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528548852146745-262854287413-032419-041-3148-1512-72-84.jpeg
SPC-EAWAG-0P5X-1589537057857026-10282465270925-002479-018-1936-1496-40-56.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589537057857026-10282465270925-002479-018-1936-1496-40-56.jpeg
SPC-EAWAG-0P5X-1529282007051499-995999278685-019969-081-1424-1038-276-452.jpeg,daphnia,train,daphnia/training_data/SPC-EAWAG-0P5X-1529282007051499-995999278685-019969-081-1424-1038-276-452.jpeg
SPC-EAWAG-0P5X-1589504551809893-10249959598195-001419-024-2646-182-52-52.jpeg,rotifers,train,rotifers/training_data/SPC-EAWAG-0P5X-1589504551809893-10249959598195-001419-024-2646-182-52-52.jpeg
SPC-EAWAG-0P5X-1528676645940613-390646378961-014359-017-1084-1850-68-84.jpeg,dinobryon,train,dinobryon/training_data/SPC-EAWAG-0P5X-1528676645940613-390646378961-014359-017-1084-1850-68-84.jpeg
SPC-EAWAG-0P5X-1559498441197471-6403865473529-000319-495-2384-1106-40-48.jpeg,asterionella,train,asterionella/training_data/SPC-EAWAG-0P5X-1559498441197471-6403865473529-000319-495-2384-1106-40-48.jpeg
SPC-EAWAG-0P5X-1540211155439821-5893670886102-015450-046-888-1330-72-64.jpeg,nauplius,train,nauplius/training_data/SPC-EAWAG-0P5X-1540211155439821-5893670886102-015450-046-888-1330-72-64.jpeg
